iter	Passed	Remaining
415	3026	4823
416	3034	4816
417	3041	4809
418	3049	4803
419	3056	4795
420	3063	4788
421	3071	4782
422	3080	4776
423	3087	4770
424	3095	4763
425	3104	4758
426	3111	4750
427	3118	4743
428	3126	4737
429	3135	4731
430	3143	4725
431	3151	4719
432	3159	4713
433	3167	4707
434	3175	4701
435	3185	4697
436	3193	4691
437	3202	4686
438	3210	4680
439	3218	4673
440	3226	4667
441	3233	4660
442	3241	4654
443	3249	4647
444	3257	4640
445	3265	4634
446	3273	4627
447	3280	4620
448	3288	4614
449	3296	4607
450	3304	4601
451	3311	4593
452	3319	4587
453	3326	4579
454	3334	4573
455	3342	4566
456	3350	4560
457	3357	4552
458	3365	4545
459	3372	4538
460	3380	4531
461	3388	4525
462	3395	4518
463	3403	4511
464	3412	4506
465	3420	4500
466	3428	4493
467	3435	4485
468	3443	4478
469	3452	4473
470	3461	4467
471	3468	4460
472	3476	4454
473	3485	4448
474	3492	4441
475	3501	4436
476	3510	4430
477	3517	4422
478	3525	4416
479	3533	4409
480	3541	4403
481	3549	4395
482	3558	4390
483	3566	4384
484	3574	4378
485	3582	4370
486	3590	4364
487	3597	4357
488	3606	4350
489	3613	4343
490	3621	4336
491	3629	4330
492	3639	4325
493	3646	4318
494	3654	4311
495	3662	4304
496	3671	4299
497	3679	4293
498	3687	4286
499	3695	4279
500	3702	4272
501	3709	4264
502	3716	4256
503	3723	4248
504	3730	4240
505	3737	4232
506	3744	4224
507	3750	4215
508	3757	4207
509	3764	4200
510	3772	4192
511	3778	4184
512	3787	4178
513	3794	4170
514	3801	4163
515	3808	4154
516	3815	4147
517	3822	4139
518	3829	4131
519	3835	4123
520	3842	4115
521	3849	4107
522	3857	4100
523	3865	4093
524	3872	4086
525	3880	4079
526	3888	4073
527	3895	4064
528	3902	4057
529	3909	4049
530	3916	4042
531	3923	4033
532	3930	4026
533	3938	4019
534	3945	4011
535	3952	4003
536	3959	3996
537	3966	3988
538	3974	3982
539	3982	3974
540	3989	3967
541	3997	3960
542	4005	3953
543	4014	3947
544	4020	3939
545	4028	3932
546	4035	3924
547	4042	3917
548	4049	3909
549	4057	3902
550	4063	3894
551	4070	3886
552	4077	3878
553	4084	3870
554	4091	3862
555	4099	3856
556	4106	3848
557	4113	3840
558	4120	3833
559	4128	3826
560	4135	3818
561	4143	3811
562	4150	3803
563	4157	3796
564	4164	3788
565	4171	3780
566	4178	3773
567	4187	3767
568	4194	3759
569	4201	3751
570	4208	3743
571	4215	3736
572	4223	3729
573	4230	3721
574	4237	3713
575	4244	3706
576	4251	3699
577	4258	3691
578	4265	3683
579	4272	3676
580	4279	3668
581	4286	3660
582	4293	3653
583	4301	3646
584	4308	3637
585	4314	3629
586	4322	3623
587	4332	3617
588	4341	3611
589	4350	3605
590	4358	3598
591	4367	3593
592	4376	3587
593	4385	3580
594	4393	3573
595	4400	3566
596	4407	3558
597	4414	3551
598	4422	3544
599	4430	3536
600	4437	3529
601	4445	3522
602	4452	3514
603	4459	3507
604	4466	3499
605	4473	3491
606	4479	3483
607	4488	3477
608	4497	3470
609	4504	3463
610	4511	3455
611	4519	3448
612	4526	3441
613	4533	3433
614	4541	3426
615	4548	3418
616	4555	3410
617	4562	3403
618	4568	3395
619	4575	3387
620	4583	3380
621	4589	3372
622	4596	3364
623	4603	3356
624	4610	3349
625	4617	3341
626	4624	3333
627	4632	3326
628	4639	3319
629	4647	3312
630	4654	3304
631	4661	3297
632	4668	3289
633	4674	3281
634	4681	3273
635	4688	3266
636	4695	3258
637	4702	3250
638	4709	3243
639	4716	3235
640	4722	3227
641	4729	3219
642	4736	3211
643	4743	3203
644	4749	3196
645	4757	3188
646	4763	3180
647	4770	3172
648	4777	3165
649	4784	3157
650	4790	3149
651	4797	3142
652	4805	3134
653	4811	3127
654	4818	3119
655	4825	3111
656	4831	3103
657	4839	3096
658	4846	3088
659	4853	3081
660	4860	3073
661	4867	3066
662	4875	3058
663	4882	3051
664	4890	3044
665	4897	3037
666	4905	3030
667	4913	3023
668	4921	3015
669	4929	3008
670	4937	3002
671	4944	2994
672	4952	2987
673	4960	2980
674	4968	2973
675	4976	2966
676	4984	2959
677	4993	2953
678	5002	2946
679	5011	2940
680	5019	2933
681	5026	2925
682	5033	2918
683	5041	2911
684	5050	2904
685	5057	2897
686	5065	2890
687	5073	2883
688	5081	2876
689	5088	2868
690	5095	2861
691	5103	2853
692	5110	2846
693	5118	2839
694	5126	2832
695	5134	2825
696	5142	2818
697	5151	2811
698	5161	2805
699	5171	2800
700	5181	2793
701	5189	2787
702	5196	2779
703	5204	2772
704	5212	2765
705	5219	2757
706	5228	2750
707	5235	2743
708	5243	2736
709	5250	2728
710	5258	2721
711	5266	2714
712	5273	2707
713	5281	2700
714	5289	2692
715	5298	2686
716	5306	2679
717	5315	2672
718	5323	2665
719	5330	2657
720	5338	2650
721	5346	2643
722	5353	2636
723	5361	2628
724	5369	2621
725	5377	2614
726	5385	2607
727	5393	2600
728	5401	2593
729	5409	2586
730	5417	2578
731	5424	2571
732	5432	2564
733	5440	2557
734	5448	2550
735	5456	2543
736	5464	2535
737	5472	2528
738	5480	2521
739	5488	2514
740	5497	2507
741	5505	2500
742	5513	2493
743	5520	2485
744	5530	2479
745	5538	2472
746	5546	2465
747	5554	2458
748	5562	2450
749	5571	2443
750	5579	2436
751	5587	2429
752	5595	2422
753	5604	2415
754	5611	2408
755	5620	2401
756	5628	2394
757	5636	2386
758	5645	2380
759	5653	2372
760	5661	2365
761	5670	2358
762	5676	2351
763	5686	2344
764	5691	2336
765	5698	2328
766	5706	2321
767	5713	2313
768	5721	2306
769	5729	2299
770	5735	2291
771	5743	2284
772	5751	2276
773	5758	2269
774	5764	2261
775	5772	2253
776	5779	2246
777	5787	2239
778	5794	2231
779	5801	2224
780	5809	2216
781	5817	2209
782	5824	2201
783	5831	2194
784	5838	2186
785	5845	2179
786	5852	2171
787	5859	2163
788	5867	2156
789	5874	2148
790	5881	2141
791	5889	2134
792	5896	2126
793	5902	2118
794	5910	2111
795	5917	2103
796	5924	2096
797	5931	2088
798	5937	2080
799	5945	2073
800	5952	2065
801	5960	2058
802	5968	2051
803	5971	2042
804	5978	2034
805	5984	2026
806	5991	2019
807	5998	2011
808	6006	2004
809	6013	1997
810	6021	1989
811	6027	1982
812	6036	1974
813	6043	1967
814	6053	1960
815	6059	1953
816	6068	1946
817	6075	1938
818	6082	1930
819	6088	1923
820	6095	1915
821	6102	1908
822	6109	1900
823	6116	1892
824	6123	1885
825	6131	1878
826	6138	1870
827	6145	1862
828	6153	1855
829	6159	1847
830	6165	1840
831	6172	1832
832	6179	1824
833	6186	1817
834	6194	1810
835	6201	1802
836	6208	1795
837	6216	1787
838	6222	1779
839	6229	1772
840	6236	1764
841	6243	1757
842	6250	1749
843	6257	1742
844	6264	1734
845	6271	1727
846	6279	1719
847	6286	1712
848	6293	1705
849	6300	1697
850	6308	1690
851	6315	1682
852	6323	1675
853	6329	1667
854	6336	1660
855	6343	1652
856	6350	1645
857	6357	1637
858	6364	1630
859	6371	1622
860	6378	1615
861	6385	1607
862	6391	1599
863	6398	1592
864	6405	1584
865	6412	1577
866	6419	1569
867	6426	1562
868	6432	1554
869	6440	1547
870	6447	1539
871	6455	1532
872	6462	1524
873	6469	1517
874	6476	1510
875	6483	1502
876	6490	1495
877	6498	1487
878	6505	1480
879	6512	1472
880	6518	1465
881	6525	1457
882	6532	1450
883	6541	1442
884	6547	1435
885	6554	1427
886	6562	1420
887	6570	1413
888	6579	1406
889	6587	1398
890	6596	1391
891	6603	1384
892	6610	1376
893	6617	1369
894	6624	1361
895	6631	1354
896	6638	1346
897	6646	1339
898	6652	1332
899	6659	1324
900	6666	1317
901	6674	1309
902	6682	1302
903	6689	1295
904	6696	1287
905	6703	1280
906	6710	1272
907	6717	1265
908	6723	1257
909	6730	1250
910	6737	1242
911	6744	1234
912	6751	1227
913	6758	1220
914	6765	1212
915	6772	1205
916	6780	1197
917	6787	1190
918	6793	1182
919	6800	1175
920	6807	1167
921	6813	1160
922	6820	1152
923	6827	1145
924	6835	1138
925	6843	1130
926	6850	1123
927	6856	1115
928	6863	1108
929	6870	1100
930	6878	1093
931	6885	1085
932	6891	1078
933	6899	1071
934	6906	1063
935	6913	1056
936	6921	1048
937	6929	1041
938	6937	1034
939	6944	1026
940	6952	1019
941	6961	1012
942	6969	1005
943	6976	997
944	6984	990
945	6992	983
946	7001	975
947	7009	968
948	7016	961
949	7023	953
950	7030	946
951	7038	939
952	7046	931
953	7053	924
954	7060	916
955	7068	909
956	7076	902
957	7084	894
958	7093	887
959	7101	880
960	7110	873
961	7118	865
962	7127	858
963	7135	851
964	7143	843
965	7151	836
966	7159	829
967	7166	821
968	7175	814
969	7183	807
970	7191	799
971	7200	792
972	7209	785
973	7216	777
974	7224	770
975	7233	763
976	7240	755
977	7247	748
978	7255	741
979	7264	733
980	7272	726
981	7280	719
982	7288	711
983	7296	704
984	7305	697
985	7314	689
986	7322	682
987	7331	675
988	7339	667
989	7347	660
990	7354	653
991	7363	645
992	7370	638
993	7378	630
994	7387	623
995	7395	616
996	7403	608
997	7410	601
998	7418	594
999	7426	586
1000	7434	579
1001	7442	571
1002	7450	564
1003	7459	557
1004	7466	549
1005	7474	542
1006	7482	535
1007	7490	527
1008	7498	520
1009	7506	512
1010	7515	505
1011	7522	498
1012	7529	490
1013	7538	483
1014	7546	475
1015	7553	468
1016	7561	460
1017	7570	453
1018	7577	446
1019	7585	438
1020	7595	431
1021	7605	424
1022	7614	416
1023	7622	409
1024	7629	401
1025	7638	394
1026	7646	387
1027	7654	379
1028	7661	372
1029	7670	364
1030	7678	357
1031	7687	350
1032	7695	342
1033	7704	335
1034	7712	327
1035	7720	320
1036	7729	313
1037	7738	305
1038	7746	298
1039	7753	290
1040	7761	283
1041	7768	275
1042	7776	268
1043	7783	260
1044	7790	253
1045	7798	246
1046	7806	238
1047	7813	231
1048	7821	223
1049	7829	216
1050	7836	208
1051	7843	201
1052	7852	193
1053	7859	186
1054	7865	178
1055	7872	171
1056	7879	164
1057	7888	156
1058	7895	149
1059	7902	141
1060	7909	134
1061	7917	126
1062	7924	119
1063	7932	111
1064	7939	104
1065	7947	96
1066	7954	89
1067	7961	81
1068	7968	74
1069	7975	67
1070	7983	59
1071	7989	52
1072	7996	44
1073	8002	37
1074	8010	29
1075	8017	22
1076	8024	14
1077	8031	7
1078	8038	0
